Manufacturer,Manufacturer Color,Manufacturer Color Number,glueboss color name,Glue Boss Color Number,glueboss color volusion id,transparency,red,green,blue,transparency Rating,Text Color 0black 1white,Color Status
Meganite,Rocky Road Granite,729AR,Natural,4214,4214,89,255,255,255,89,0,Primary
Meganite,Shangrila Boulder,802,Natural,4214,4214,89,255,255,255,89,0,Primary
Meganite,South Beach Boulder,811,Natural,4214,4214,89,255,255,255,89,0,Primary
Meganite,Yellowstone Granite,760,Natural,4214,4214,89,255,255,255,89,0,Primary
NaturaStone Quartz,Cologne,N105,Natural,4214,4214,89,255,255,255,89,0,Primary
NaturaStone Quartz,Riverina,N123,Natural,4214,4214,89,255,255,255,89,0,Primary
Q Quartz,Chakra Beige,0,Natural,4214,4214,89,255,255,255,89,0,Primary
Quartz Master,Beach Grey,QM1003,Natural,4214,4214,89,255,255,255,89,0,Primary
Quartz Master,Blue Sea & Sky,QM4005,Natural,4214,4214,89,255,255,255,89,0,Primary
Quartz Master,Iceland Grey,QM5002,Natural,4214,4214,89,255,255,255,89,0,Primary
Quartz Master,Myriad Lights,QM4001,Natural,4214,4214,89,255,255,255,89,0,Primary
Riverstone,Flaked Pearl,0,Natural,4214,4214,89,255,255,255,89,0,Primary
Riverstone,Moonstruck,0,Natural,4214,4214,89,255,255,255,89,0,Primary
Silestone,Lagoon,0,Natural,4214,4214,89,255,255,255,89,0,Primary
Staron,Aspen Snow,AS610,Natural,4214,4214,89,255,255,255,89,0,Primary
Staron,Pebble Frost,PF812,Natural,4214,4214,89,255,255,255,89,0,Primary
Staron,Sanded Cream,SM421,Natural,4214,4214,89,255,255,255,89,0,Primary
Staron,Talus Oyster,TO310,Natural,4214,4214,89,255,255,255,89,0,Primary
Wilsonart Quartz,Sangda Falls,Q4012,Natural,4214,4214,89,255,255,255,89,0,Primary
Corian,Jasmine,0,Newport,4116,4116,90,228,228,228,90,0,Primary
Corian,Silverite,0,Newport,4116,4116,90,228,228,228,90,0,Primary
Staron,Tempest Sandpiper,FR121,Newport,4116,4116,90,228,228,228,90,0,Primary
Formica,Coffee Silica,783,Nutmeg,4635,4635,0,0,0,0,0,0,Primary
Hanstone,Majesty,MV626,Nutmeg,4635,4635,0,0,0,0,0,0,Primary
Wilsonart,Nutmeg,9064GG,Nutmeg,4635,4635,0,0,0,0,0,0,Primary
Wilsonart Quartz,Rialto,Q3003,Nutmeg,4635,4635,0,0,0,0,0,0,Primary
Corian,Blue Spice,0,Ocean,4614,4614,0,0,0,0,0,0,Primary
Corian,Graphite Blue,0,Ocean,4614,4614,0,0,0,0,0,0,Primary
Corian,Storm Blue,0,Ocean,4614,4614,0,0,0,0,0,0,Primary
Diamond Surfaces,Galaxy,G113,Ocean,4614,4614,0,0,0,0,0,0,Primary
Wilsonart,Indigo Melange,9027ML,Ocean,4614,4614,0,0,0,0,0,0,Primary
Avonite,Amazon,K3-8460,Olive,4520,4520,91,74,63,37,91,1,Primary
Avonite,Bronze,F1-7830,Olive,4520,4520,91,74,63,37,91,1,Primary
Avonite,Olivine,F1-9154,Olive,4520,4520,91,74,63,37,91,1,Primary
Corian,Moss,0,Olive,4520,4520,91,74,63,37,91,1,Primary
Corian,Olivite,0,Olive,4520,4520,91,74,63,37,91,1,Primary
EcoTec,Mossy Creek,0,Olive,4520,4520,91,74,63,37,91,1,Primary
Hanex,Bayleaf,HL-501,Olive,4520,4520,91,74,63,37,91,1,Primary
LG HiMacs,Basil,VG22,Olive,4520,4520,91,74,63,37,91,1,Primary
LG HiMacs,Eucalyptus Granite,G601,Olive,4520,4520,91,74,63,37,91,1,Primary
LG HiMacs,Ivy,G502R,Olive,4520,4520,91,74,63,37,91,1,Primary
LG HiMacs,Oregano Sand,G62,Olive,4520,4520,91,74,63,37,91,1,Primary
LG HiMacs,Toffee Brown,S104,Olive,4520,4520,91,74,63,37,91,1,Primary
LG Viatera,Bistro,0,Olive,4520,4520,91,74,63,37,91,1,Primary
LG Viatera,Camo,0,Olive,4520,4520,91,74,63,37,91,1,Primary
Meganite,Amazon Mist,375,Olive,4520,4520,91,74,63,37,91,1,Primary
Radianz,Acadia Brown,AC495,Olive,4520,4520,91,74,63,37,91,1,Primary
Radianz,Rocky Mountain Brown,RB470,Olive,4520,4520,91,74,63,37,91,1,Primary
Silestone,Altair,0,Olive,4520,4520,91,74,63,37,91,1,Primary
Staron,Tempest Bronzestar,FB154,Olive,4520,4520,91,74,63,37,91,1,Primary
Zodiaq,Magellan Green,0,Olive,4520,4520,91,74,63,37,91,1,Primary
Zodiaq,Smokey Topaz,0,Olive,4520,4520,91,74,63,37,91,1,Primary
Zodiaq,Warm Taupe,0,Olive,4520,4520,91,74,63,37,91,1,Primary
LG HiMacs,Florida Orange,S205,Orange,4633,4633,0,0,0,0,0,0,Primary
Silestone,Amarillo Dream,0,Orange,4633,4633,0,0,0,0,0,0,Primary
Wilsonart,Capers,9063GG,Oregano,4636,4636,0,0,0,0,0,0,Primary
Allen & Roth Quartz,Alloy,0,Pearl,4510,4510,80,220,220,220,80,0,Primary
Allen & Roth Quartz,Angel Ash,0,Pearl,4510,4510,80,220,220,220,80,0,Primary
Allen & Roth Quartz,Smokey Basin,0,Pearl,4510,4510,80,220,220,220,80,0,Primary
Avonite,Stormy Gray,F1-9010,Pearl,4510,4510,80,220,220,220,80,0,Primary
Caesarstone,Dusty Stones,0,Pearl,4510,4510,80,220,220,220,80,0,Primary
Caesarstone,Pebble,4030,Pearl,4510,4510,80,220,220,220,80,0,Primary
Cambria,Talbot Grey,0,Pearl,4510,4510,80,220,220,220,80,0,Primary
Corian,Aloe Vera,0,Pearl,4510,4510,80,220,220,220,80,0,Primary
Corian,Blue Pebble,0,Pearl,4510,4510,80,220,220,220,80,0,Primary
Corian,Dove,0,Pearl,4510,4510,80,220,220,220,80,0,Primary
Corian,Dusk,0,Pearl,4510,4510,80,220,220,220,80,0,Primary
Corian,Eclipse,0,Pearl,4510,4510,80,220,220,220,80,0,Primary
Corian,Mont Blanc,0,Pearl,4510,4510,80,220,220,220,80,0,Primary
Corian,Natural Pearl,0,Pearl,4510,4510,80,220,220,220,80,0,Primary
Corian,Pepper Ivory,0,Pearl,4510,4510,80,220,220,220,80,0,Primary
Corian,Rosetta,0,Pearl,4510,4510,80,220,220,220,80,0,Primary
Corian,Sagebrush,0,Pearl,4510,4510,80,220,220,220,80,0,Primary
Dekton,Sirocco,0,Pearl,4510,4510,80,220,220,220,80,0,Primary
Dekton,Strato,0,Pearl,4510,4510,80,220,220,220,80,0,Primary
EOS,Dover,0,Pearl,4510,4510,80,220,220,220,80,0,Primary
Formica,Silverado,212,Pearl,4510,4510,80,220,220,220,80,0,Primary
Formica,Spanish Artifacts,0,Pearl,4510,4510,80,220,220,220,80,0,Primary
GEOS,Redrock,0,Pearl,4510,4510,80,220,220,220,80,0,Primary
Hanex,H Ivory,HL-043,Pearl,4510,4510,80,220,220,220,80,0,Primary
Hanex,H Redrock,HL-042,Pearl,4510,4510,80,220,220,220,80,0,Primary
Hanex,Lightgreen,HL-024,Pearl,4510,4510,80,220,220,220,80,0,Primary
Hanex,Mist,HL-027,Pearl,4510,4510,80,220,220,220,80,0,Primary
Hanex,Olive Green,0,Pearl,4510,4510,80,220,220,220,80,0,Primary
I-Stone V-korr,Blue Bayou,510,Pearl,4510,4510,80,220,220,220,80,0,Primary
LG HiMacs,Azure Quartz,G39,Pearl,4510,4510,80,220,220,220,80,0,Primary
LG HiMacs,Gray Granite,G17,Pearl,4510,4510,80,220,220,220,80,0,Primary
LG HiMacs,Gray Sand,C02,Pearl,4510,4510,80,220,220,220,80,0,Primary
LG HiMacs,Phobos,0,Pearl,4510,4510,80,220,220,220,80,0,Primary
LG HiMacs,Platinum Granite,G07,Pearl,4510,4510,80,220,220,220,80,0,Primary
LG HiMacs,Vetro,VG11,Pearl,4510,4510,80,220,220,220,80,0,Primary
LG Viatera,Geneva,0,Pearl,4510,4510,80,220,220,220,80,0,Primary
LG Viatera,Vienna,0,Pearl,4510,4510,80,220,220,220,80,0,Primary
Livingstone,Coral Quartz,0,Pearl,4510,4510,80,220,220,220,80,0,Primary
Meganite,Arctic Granite,603,Pearl,4510,4510,80,220,220,220,80,0,Primary
Meganite,Blue Bayou Granite,510,Pearl,4510,4510,80,220,220,220,80,0,Primary
Meganite,Grey Glacier Granite,637,Pearl,4510,4510,80,220,220,220,80,0,Primary
Meganite,Smokey Mountain Stone,520,Pearl,4510,4510,80,220,220,220,80,0,Primary
Q Quartz,Cascade White,0,Pearl,4510,4510,80,220,220,220,80,0,Primary
Staron,Sanded Grey,SG420,Pearl,4510,4510,80,220,220,220,80,0,Primary
Staron,Tempest Sierra,FS123,Pearl,4510,4510,80,220,220,220,80,0,Primary
Wilsonart,Cashmere Mirage,9135MG,Pearl,4510,4510,80,220,220,220,80,0,Primary
Wilsonart,Herbal Mint,9102GS,Pearl,4510,4510,80,220,220,220,80,0,Primary
Wilsonart,Northern Melange,9195ML,Pearl,4510,4510,80,220,220,220,80,0,Primary
Wilsonart,Sea Mist Mirage,9089MG,Pearl,4510,4510,80,220,220,220,80,0,Primary
Wilsonart,Steel Grey Tempest,9194TM,Pearl,4510,4510,80,220,220,220,80,0,Primary
Wilsonart Quartz,Galileo,Q3011,Pearl,4510,4510,80,220,220,220,80,0,Primary
Zodiaq,Calm Spring,0,Pearl,4510,4510,80,220,220,220,80,0,Primary
Zodiaq,Wintergreen,0,Pearl,4510,4510,80,220,220,220,80,0,Primary
Avonite,Blue Moon,F1-7745,Pewter,4518,4518,90,146,136,119,90,0,Primary
Avonite,Shark Skin,F1-7556,Pewter,4518,4518,90,146,136,119,90,0,Primary
Avonite,Smoke,F1-8280,Pewter,4518,4518,90,146,136,119,90,0,Primary
Avonite,Thunder Bay,F1-7720,Pewter,4518,4518,90,146,136,119,90,0,Primary
Cambria,Brentwood,0,Pewter,4518,4518,90,146,136,119,90,0,Primary
Cambria,Greystone,0,Pewter,4518,4518,90,146,136,119,90,0,Primary
Corian,Aqualite,0,Pewter,4518,4518,90,146,136,119,90,0,Primary
Corian,Aruba,0,Pewter,4518,4518,90,146,136,119,90,0,Primary
Corian,Gray Fieldstone,0,Pewter,4518,4518,90,146,136,119,90,0,Primary
Corian,Platinum,0,Pewter,4518,4518,90,146,136,119,90,0,Primary
Corian,Stardust,0,Pewter,4518,4518,90,146,136,119,90,0,Primary
Cosmos,Dove Grey,1005,Pewter,4518,4518,90,146,136,119,90,0,Primary
Cosmos,Heirloom Gray,2003,Pewter,4518,4518,90,146,136,119,90,0,Primary
Cosmos,Light Silt,8010,Pewter,4518,4518,90,146,136,119,90,0,Primary
Diamond Surfaces,Quarry,Q125,Pewter,4518,4518,90,146,136,119,90,0,Primary
EcoTec,Graphite,0,Pewter,4518,4518,90,146,136,119,90,0,Primary
Fiandre - StonePeak,Silver Plane,0,Pewter,4518,4518,90,146,136,119,90,0,Primary
Formica,Nickel Mica,901,Pewter,4518,4518,90,146,136,119,90,0,Primary
Hanstone,Concord,MO624,Pewter,4518,4518,90,146,136,119,90,0,Primary
Hanstone,Sterling Gray,LS451,Pewter,4518,4518,90,146,136,119,90,0,Primary
I-Stone V-korr,Silver Mist,219,Pewter,4518,4518,90,146,136,119,90,0,Primary
LG Viatera,Daylight Reflection,0,Pewter,4518,4518,90,146,136,119,90,0,Primary
LG Viatera,Smoke,0,Pewter,4518,4518,90,146,136,119,90,0,Primary
Livingstone,Stonehenge,0,Pewter,4518,4518,90,146,136,119,90,0,Primary
Meganite,Platinum Granite,615,Pewter,4518,4518,90,146,136,119,90,0,Primary
Meganite,Silver Mist,219AR,Pewter,4518,4518,90,146,136,119,90,0,Primary
Pental Quartz,Altea Polished,BS182P,Pewter,4518,4518,90,146,136,119,90,0,Primary
Pental Quartz,Sparkling Grey Polished,BC217P,Pewter,4518,4518,90,146,136,119,90,0,Primary
Q Quartz,Alpine,0,Pewter,4518,4518,90,146,136,119,90,0,Primary
Q Quartz,Concerto,0,Pewter,4518,4518,90,146,136,119,90,0,Primary
Quartz Master,Crystal Grey,QM1005,Pewter,4518,4518,90,146,136,119,90,0,Primary
Quartz Master,Grey Crystal,QM3013,Pewter,4518,4518,90,146,136,119,90,0,Primary
Radianz,Caucasus Gray,CS906,Pewter,4518,4518,90,146,136,119,90,0,Primary
Radianz,Columbia Gray,CG910,Pewter,4518,4518,90,146,136,119,90,0,Primary
Silestone,Chrome,0,Pewter,4518,4518,90,146,136,119,90,0,Primary
Silestone,Grey Expo,0,Pewter,4518,4518,90,146,136,119,90,0,Primary
Silestone,Steel,0,Pewter,4518,4518,90,146,136,119,90,0,Primary
Staron,Pebble Grey,PG810,Pewter,4518,4518,90,146,136,119,90,0,Primary
Staron,Quarry Butte,QB265,Pewter,4518,4518,90,146,136,119,90,0,Primary
Staron,Tempest Dapple,FD187,Pewter,4518,4518,90,146,136,119,90,0,Primary
Wilsonart,Crystal Blue,9026CY,Pewter,4518,4518,90,146,136,119,90,0,Primary
Wilsonart,French Blue Melange,9024ML,Pewter,4518,4518,90,146,136,119,90,0,Primary
Wilsonart Quartz,Amalfi Coast,Q1004,Pewter,4518,4518,90,146,136,119,90,0,Primary
Wilsonart,Black Onyx Mirage,9092MG,Pitch,4534,4534,0,0,0,0,0,0,Primary
Wilsonart,Night Stars,9105CS,Pitch,4534,4534,0,0,0,0,0,0,Primary
Allen & Roth Solid Surface,Bay Leaf,0,Prairie,4516,4516,90,137,139,123,90,0,Primary
Avonite,Meadow Grass,F1-7730,Prairie,4516,4516,90,137,139,123,90,0,Primary
Caesarstone,Rosemary,2740,Prairie,4516,4516,90,137,139,123,90,0,Primary
Cambria,Ferndale,0,Prairie,4516,4516,90,137,139,123,90,0,Primary
Corian,Prairie,0,Prairie,4516,4516,90,137,139,123,90,0,Primary
Corian,Spruce,0,Prairie,4516,4516,90,137,139,123,90,0,Primary
EOS,Portland,0,Prairie,4516,4516,90,137,139,123,90,0,Primary
EOS,Sonoma,0,Prairie,4516,4516,90,137,139,123,90,0,Primary
Formica,Moss Spex,933,Prairie,4516,4516,90,137,139,123,90,0,Primary
GEOS,Fairfax,0,Prairie,4516,4516,90,137,139,123,90,0,Primary
LG HiMacs,Apple Green Sand,G26,Prairie,4516,4516,90,137,139,123,90,0,Primary
LG HiMacs,Cameroon,VN21,Prairie,4516,4516,90,137,139,123,90,0,Primary
LG HiMacs,Foliage Quartz,G64,Prairie,4516,4516,90,137,139,123,90,0,Primary
LG HiMacs,Marin,VE23,Prairie,4516,4516,90,137,139,123,90,0,Primary
LG HiMacs,Palm,G507R,Prairie,4516,4516,90,137,139,123,90,0,Primary
LG HiMacs,Seafoam Quartz,G44,Prairie,4516,4516,90,137,139,123,90,0,Primary
LG HiMacs,Storm Granite,G602,Prairie,4516,4516,90,137,139,123,90,0,Primary
LG Viatera,Aspen,0,Prairie,4516,4516,90,137,139,123,90,0,Primary
LG Viatera,Lunar Ice,0,Prairie,4516,4516,90,137,139,123,90,0,Primary
Livingstone,Everglades,0,Prairie,4516,4516,90,137,139,123,90,0,Primary
Livingstone,Heartland,0,Prairie,4516,4516,90,137,139,123,90,0,Primary
Meganite,Pesto Mist,182,Prairie,4516,4516,90,137,139,123,90,0,Primary
Meganite,Sage Granite,656,Prairie,4516,4516,90,137,139,123,90,0,Primary
Meganite,Verde Granite,746,Prairie,4516,4516,90,137,139,123,90,0,Primary
Silestone,Cygnus,0,Prairie,4516,4516,90,137,139,123,90,0,Primary
Silestone,Olive Green,0,Prairie,4516,4516,90,137,139,123,90,0,Primary
Staron,Aspen Jade,AJ662,Prairie,4516,4516,90,137,139,123,90,0,Primary
Staron,Pebble Aqua,PA860,Prairie,4516,4516,90,137,139,123,90,0,Primary
Wilsonart,Crystal Mint,9054CY,Prairie,4516,4516,90,137,139,123,90,0,Primary
Zodiaq,Mossy Green,0,Prairie,4516,4516,90,137,139,123,90,0,Primary
Allen & Roth Quartz,Whidbey,0,Pudding,4606,4606,88,45,39,18,88,1,Primary
Allen & Roth Solid Surface,River Rock,0,Pudding,4606,4606,88,45,39,18,88,1,Primary
Allen & Roth Solid Surface,Slate Sage,0,Pudding,4606,4606,88,45,39,18,88,1,Primary
Avonite,Cavern,F1-7821,Pudding,4606,4606,88,45,39,18,88,1,Primary
Avonite,Dark Bright,F1-7735,Pudding,4606,4606,88,45,39,18,88,1,Primary
Basix,Navajo,290,Pudding,4606,4606,88,45,39,18,88,1,Primary
Basix,Tahiti,435,Pudding,4606,4606,88,45,39,18,88,1,Primary
Basix Quartz,Greystone,1014,Pudding,4606,4606,88,45,39,18,88,1,Primary
Basix Quartz,Mink,1020,Pudding,4606,4606,88,45,39,18,88,1,Primary
Cambria,Park Gate,0,Pudding,4606,4606,88,45,39,18,88,1,Primary
Corian,Aubergine,0,Pudding,4606,4606,88,45,39,18,88,1,Primary
Corian,Bronzite,0,Pudding,4606,4606,88,45,39,18,88,1,Primary
Corinthian,Espresso,0,Pudding,4606,4606,88,45,39,18,88,1,Primary
Corinthian,Java,0,Pudding,4606,4606,88,45,39,18,88,1,Primary
Corinthian,Mississippi,0,Pudding,4606,4606,88,45,39,18,88,1,Primary
Cosmos,Dark Silt,8012,Pudding,4606,4606,88,45,39,18,88,1,Primary
Cosmos,Marbella,7401,Pudding,4606,4606,88,45,39,18,88,1,Primary
Diamond Surfaces,Bristol,B715,Pudding,4606,4606,88,45,39,18,88,1,Primary
Diamond Surfaces,Tuscany,T131,Pudding,4606,4606,88,45,39,18,88,1,Primary
Diresco,Beach Taupe,A700,Pudding,4606,4606,88,45,39,18,88,1,Primary
Diresco,Belgian Orinoco Brown,B010,Pudding,4606,4606,88,45,39,18,88,1,Primary
Diresco,Misty Bruna,A019,Pudding,4606,4606,88,45,39,18,88,1,Primary
DuraLosa,Ebano,0,Pudding,4606,4606,88,45,39,18,88,1,Primary
EOS,Montauk,0,Pudding,4606,4606,88,45,39,18,88,1,Primary
Hanex,Aura,B-024,Pudding,4606,4606,88,45,39,18,88,1,Primary
Hanex,Brook Chase,HL-605,Pudding,4606,4606,88,45,39,18,88,1,Primary
Hanex,Chestnut,HL-601,Pudding,4606,4606,88,45,39,18,88,1,Primary
Hanex,Desert Castle,HL-710,Pudding,4606,4606,88,45,39,18,88,1,Primary
Hanex,Epilogue,B-005,Pudding,4606,4606,88,45,39,18,88,1,Primary
Hanex,Hazelnut,HL-604,Pudding,4606,4606,88,45,39,18,88,1,Primary
Hanstone,Meteorite,MV619,Pudding,4606,4606,88,45,39,18,88,1,Primary
Hanstone,Odyssey,RM501,Pudding,4606,4606,88,45,39,18,88,1,Primary
Laminex,Sultry Attraction,0,Pudding,4606,4606,88,45,39,18,88,1,Primary
Laminex,Sultry Mood,0,Pudding,4606,4606,88,45,39,18,88,1,Primary
LG HiMacs,Allspice Quartz,G63,Pudding,4606,4606,88,45,39,18,88,1,Primary
LG HiMacs,Armadillo,GT909,Pudding,4606,4606,88,45,39,18,88,1,Primary
LG HiMacs,Gobi,0,Pudding,4606,4606,88,45,39,18,88,1,Primary
LG Viatera,Sienna Sand,0,Pudding,4606,4606,88,45,39,18,88,1,Primary
LG Viatera,Thunder Storm,0,Pudding,4606,4606,88,45,39,18,88,1,Primary
Livingstone,Arroyo,0,Pudding,4606,4606,88,45,39,18,88,1,Primary
Livingstone,Montana,0,Pudding,4606,4606,88,45,39,18,88,1,Primary
NaturaStone Quartz,Cairo,N135,Pudding,4606,4606,88,45,39,18,88,1,Primary
NaturaStone Quartz,Granada,N126,Pudding,4606,4606,88,45,39,18,88,1,Primary
Neolith,Basalt Black,0,Pudding,4606,4606,88,45,39,18,88,1,Primary
Pental Quartz,Coastal Grey Polished,BS124P,Pudding,4606,4606,88,45,39,18,88,1,Primary
Pental Quartz,Grigio Polished,BQ8390P,Pudding,4606,4606,88,45,39,18,88,1,Primary
Pental Quartz,Mozart Polished,BQ9210P,Pudding,4606,4606,88,45,39,18,88,1,Primary
Pental Quartz,St. Laurent Polished,BQ8370P,Pudding,4606,4606,88,45,39,18,88,1,Primary
Q Quartz,Lagos Azul,0,Pudding,4606,4606,88,45,39,18,88,1,Primary
Radianz,Ural Gray,UG950,Pudding,4606,4606,88,45,39,18,88,1,Primary
Riverstone,Calypso,0,Pudding,4606,4606,88,45,39,18,88,1,Primary
Silestone,Mountain Mist,0,Pudding,4606,4606,88,45,39,18,88,1,Primary
Zodiaq,Sage,0,Pudding,4606,4606,88,45,39,18,88,1,Primary
Avonite,Cardamom,F1-8286,Putty,4908,4908,0,0,0,0,0,0,Primary
Avonite,Putty,F1-8288,Putty,4908,4908,0,0,0,0,0,0,Primary
Avonite,Rain,F1-8260,Rain,4913,4913,0,0,0,0,0,0,Primary
LG HiMacs,Concrete Gray,S103,Raven,4645,4645,0,0,0,0,0,0,Primary
Wilsonart,Raven Mirage,D426MG,Raven,4645,4645,0,0,0,0,0,0,Primary
Allen & Roth Quartz,Tacana,0,Roast,4332,4332,92,53,48,43,92,1,Primary
Avonite,Fondant,F1-8266,Roast,4332,4332,92,53,48,43,92,1,Primary
Corian,Anthracite,0,Roast,4332,4332,92,53,48,43,92,1,Primary
Corian,Blackberry Ice,0,Roast,4332,4332,92,53,48,43,92,1,Primary
Corian,Bronze Patina,0,Roast,4332,4332,92,53,48,43,92,1,Primary
Dekton,Ananke,0,Roast,4332,4332,92,53,48,43,92,1,Primary
Dekton,Domoos,0,Roast,4332,4332,92,53,48,43,92,1,Primary
Dekton,Sirius,0,Roast,4332,4332,92,53,48,43,92,1,Primary
I-Stone V-korr,Goldrush Gemstone,819S,Roast,4332,4332,92,53,48,43,92,1,Primary
LG HiMacs,Dorado,VB24,Roast,4332,4332,92,53,48,43,92,1,Primary
LG HiMacs,Kohala,VN24,Roast,4332,4332,92,53,48,43,92,1,Primary
Livingstone,Kona,0,Roast,4332,4332,92,53,48,43,92,1,Primary
Meganite,Tiger Eye Gemstone,821AR,Roast,4332,4332,92,53,48,43,92,1,Primary
Radianz,Atlas Brown,AB850,Roast,4332,4332,92,53,48,43,92,1,Primary
Silestone,Arden Blue,0,Roast,4332,4332,92,53,48,43,92,1,Primary
Silestone,Black Dragon,0,Roast,4332,4332,92,53,48,43,92,1,Primary
Silestone,Merope,0,Roast,4332,4332,92,53,48,43,92,1,Primary
Staron,Tempest Gold Leaf,FG196,Roast,4332,4332,92,53,48,43,92,1,Primary
Staron,Tempest Milestone,FM185,Roast,4332,4332,92,53,48,43,92,1,Primary
Staron,Tempest Radiance,FR148,Roast,4332,4332,92,53,48,43,92,1,Primary
Wilsonart,Gold Glitz,9108CS,Roast,4332,4332,92,53,48,43,92,1,Primary
Wilsonart,Sienna Riverstone,9148RS,Roast,4332,4332,92,53,48,43,92,1,Primary
Wilsonart,Stardust Spectra,9098ST,Roast,4332,4332,92,53,48,43,92,1,Primary
Wilsonart Quartz,Aurora,Q2003,Roast,4332,4332,92,53,48,43,92,1,Primary
Wilsonart Quartz,Xcaret,Q4006,Roast,4332,4332,92,53,48,43,92,1,Primary
Hanstone,Passion Rouge,CT405,Rouge,4920,4920,0,0,0,0,0,0,Primary
Caesarstone,Ruby Reflections,7450,Ruby,4629,4629,0,0,0,0,0,0,Primary
Corian,Royal Red,0,Ruby,4629,4629,0,0,0,0,0,0,Primary
LG Viatera,Sangria,0,Ruby,4629,4629,0,0,0,0,0,0,Primary
Q Quartz,Sparkling Ruby,0,Ruby,4629,4629,0,0,0,0,0,0,Primary
Silestone,Eros Stellar,0,Ruby,4629,4629,0,0,0,0,0,0,Primary
Silestone,Stellar Eros,0,Ruby,4629,4629,0,0,0,0,0,0,Primary
Zodiaq,Caroli Red,0,Ruby,4629,4629,0,0,0,0,0,0,Primary
Affinity,Enbedded Pyrite,SL-125,Rust,4424,4424,91,118,62,31,91,1,Primary
Affinity,Sediment,ES-33,Rust,4424,4424,91,118,62,31,91,1,Primary
Affinity,Smokey Quartz,SL-119,Rust,4424,4424,91,118,62,31,91,1,Primary
Allen & Roth Solid Surface,Terra Cotta,0,Rust,4424,4424,91,118,62,31,91,1,Primary
Avonite,Red Rock,F1-7743,Rust,4424,4424,91,118,62,31,91,1,Primary
Corian,Cinnabar,0,Rust,4424,4424,91,118,62,31,91,1,Primary
Diamond Surfaces,Ginger,G114,Rust,4424,4424,91,118,62,31,91,1,Primary
EcoTec,Aztec,0,Rust,4424,4424,91,118,62,31,91,1,Primary
Formica,Burnished Artifacts,820,Rust,4424,4424,91,118,62,31,91,1,Primary
Formica,Copper Matrix,334,Rust,4424,4424,91,118,62,31,91,1,Primary
Formica,Copper Nugget,451,Rust,4424,4424,91,118,62,31,91,1,Primary
Formica,Treasure Artifacts,802,Rust,4424,4424,91,118,62,31,91,1,Primary
Hanex,H Sandcopper,HL-050,Rust,4424,4424,91,118,62,31,91,1,Primary
Hanex,Taurus,GL-005,Rust,4424,4424,91,118,62,31,91,1,Primary
Laminex,Carthage,0,Rust,4424,4424,91,118,62,31,91,1,Primary
LG HiMacs,Sienna Quartz,G72,Rust,4424,4424,91,118,62,31,91,1,Primary
LG HiMacs,Steller,VR21,Rust,4424,4424,91,118,62,31,91,1,Primary
Livingstone,Earth,0,Rust,4424,4424,91,118,62,31,91,1,Primary
Meganite,Tomato Pie Mist,239,Rust,4424,4424,91,118,62,31,91,1,Primary
Staron,Pebble Copper,PC851,Rust,4424,4424,91,118,62,31,91,1,Primary
Affinity,Clean,ES-11,Sand,4216,4216,95,255,244,233,95,0,Primary
Affinity,Instinctive,ES-18,Sand,4216,4216,95,255,244,233,95,0,Primary
Affinity,Pure,ES-15,Sand,4216,4216,95,255,244,233,95,0,Primary
Allen & Roth Solid Surface,Sanctuary,0,Sand,4216,4216,95,255,244,233,95,0,Primary
Avonite,Cairo,F1-9130,Sand,4216,4216,95,255,244,233,95,0,Primary
Avonite,Pearl,K3-8343,Sand,4216,4216,95,255,244,233,95,0,Primary
Cambria,New Castle,0,Sand,4216,4216,95,255,244,233,95,0,Primary
Corian,Beach,0,Sand,4216,4216,95,255,244,233,95,0,Primary
Corian,Beige Fieldstone,0,Sand,4216,4216,95,255,244,233,95,0,Primary
Corinthian,Oat,0,Sand,4216,4216,95,255,244,233,95,0,Primary
EcoTec,Beach,0,Sand,4216,4216,95,255,244,233,95,0,Primary
EcoTec,Quarry Stone,0,Sand,4216,4216,95,255,244,233,95,0,Primary
EcoTec,Sand Pebbles,0,Sand,4216,4216,95,255,244,233,95,0,Primary
Formica,Carrara Stone,707,Sand,4216,4216,95,255,244,233,95,0,Primary
Formica,Desert Mist,318,Sand,4216,4216,95,255,244,233,95,0,Primary
Formica,Gray Striato,776,Sand,4216,4216,95,255,244,233,95,0,Primary
Formica,River Rock Mosaic,656,Sand,4216,4216,95,255,244,233,95,0,Primary
Formica,Shell Stone,730,Sand,4216,4216,95,255,244,233,95,0,Primary
Formica,Tawny Agate,743,Sand,4216,4216,95,255,244,233,95,0,Primary
Hanex,Desert Walk,HL-510,Sand,4216,4216,95,255,244,233,95,0,Primary
Hanex,Gold Brown,HL-023,Sand,4216,4216,95,255,244,233,95,0,Primary
Hanex,H Eldorado,HL-041,Sand,4216,4216,95,255,244,233,95,0,Primary
Hanex,H Elegance,HL-049,Sand,4216,4216,95,255,244,233,95,0,Primary
Hanex,Honey Wheat,HL-704,Sand,4216,4216,95,255,244,233,95,0,Primary
I-Stone V-korr,Wheat Mist,266,Sand,4216,4216,95,255,244,233,95,0,Primary
Laminex,Tahini,0,Sand,4216,4216,95,255,244,233,95,0,Primary
LG HiMacs,Cream,S09,Sand,4216,4216,95,255,244,233,95,0,Primary
LG HiMacs,Maui Quartz,G233R,Sand,4216,4216,95,255,244,233,95,0,Primary
Livingstone,Key West,0,Sand,4216,4216,95,255,244,233,95,0,Primary
